neighborhood,business_id,hours,is_open,address,attributes,categories,city,review_count,name,longitude,state,stars,latitude,postal_code,type
,0N22PPxNdJRaT9fEZQ3Kdg,,1,The Meadows,,"[u'Active Life', u'Playgrounds']",Edinburgh,3,The Meadows Playground,-3.316606,EDH,4.5,55.9106293,EH14 4,business
,J3H6VSIgUTlACkb_HPFA8w,"[u'Monday 6:0-14:0', u'Tuesday 6:0-14:0', u'Wednesday 6:0-14:0', u'Thursday 6:0-14:0', u'Friday 6:0-14:0', u'Saturday 6:0-15:0', u'Sunday 6:0-15:0']",1,2034 E Southern Ave,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Food', u'Restaurants', u'Breakfast & Brunch', u'Coffee & Tea']",Mesa,137,Broken Yolk Cafe,-111.7872721,AZ,3.5,33.3939166,85204,business
,aLM0zZHH2JDsetjpds-FAg,"[u'Monday 8:0-17:0', u'Tuesday 8:0-17:0', u'Wednesday 8:0-17:0', u'Thursday 8:0-17:0', u'Friday 8:0-17:0', u'Saturday 9:0-12:0']",1,2145 E Main St,[u'BusinessAcceptsCreditCards: True'],"[u'Body Shops', u'RV Dealers', u'Automotive', u'Auto Repair']",Mesa,12,RV Renovators,-111.7853334,AZ,3.5,33.4152896,85213,business
,Ja4stXdNYr39u5CZHMNtjw,"[u'Monday 11:0-23:0', u'Tuesday 11:0-0:0', u'Wednesday 11:0-23:0', u'Thursday 11:0-23:0', u'Friday 11:0-0:0', u'Saturday 11:0-0:0', u'Sunday 11:0-23:0']",1,7228 E 1st Ave,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BYOB: False', u'BYOBCorkage: no', u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Mexican', u'Restaurants']",Scottsdale,480,Cien Agaves Tacos & Tequila,-111.9253409,AZ,3.5,33.4943986,85251,business
,st_pnALlGB6OCWkb4e14mg,"[u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-23:0', u'Saturday 11:0-23:0', u'Sunday 11:0-21:0']",0,4151 N Marshall Way,"[u'Alcohol: full_bar', u'BYOB: False', u'BYOBCorkage: no', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'Pizza', u'Italian', u'Restaurants']",Scottsdale,23,Bada Boom Pasta Room,-111.9287734,AZ,3.0,33.4957243,85251,business
,6TKJDgTrUoD3zu77A4JHnQ,,0,4700 N Scottsdale Rd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'American (Traditional)', u'Bakeries', u'Food', u'Restaurants']",Scottsdale,13,Coco's Family Restaurant,-111.9261807,AZ,2.5,33.5047782,85251,business
,FGpQNuyA4ok_nr5GlEwaFw,,0,4301 N Civic Center Plz,"[u'Alcohol: full_bar', u""BestNights: {'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'CoatCheck: False', u'HappyHour: False', u""Music: {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': True, 'jukebox': False}"", u'OutdoorSeating: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'Smoking: outdoor', u'WheelchairAccessible: True']","[u'Nightlife', u'Dance Clubs']",Scottsdale,12,Disco,-111.9213544,AZ,3.0,33.4989367,85251,business
,qzc1QzSgaNpMPXqCXB-G3w,"[u'Monday 9:0-18:0', u'Tuesday 9:0-18:0', u'Wednesday 9:0-18:0', u'Thursday 9:0-18:0', u'Friday 9:0-18:0', u'Saturday 8:0-17:0', u'Sunday 9:0-14:0']",1,2980 N 73rd St,"[u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsPriceRange2: 1']","[u'Shopping', u'Home & Garden', u'Swimming Pools', u'Active Life', u'Hot Tub & Pool', u'Pool Cleaners', u'Home Services', u'Pool & Hot Tub Service']",Scottsdale,8,A & M Corsons - A BioGuard Platinum Dealer,-111.9244992,AZ,4.5,33.4816773,85251,business
,XE3mS-DlKGPDNVOezFIeJQ,"[u'Monday 9:30-17:30', u'Tuesday 9:30-17:30', u'Wednesday 9:30-17:30', u'Thursday 9:30-17:30', u'Friday 9:30-17:30', u'Saturday 10:0-15:0']",1,4419 N Scottsdale Rd # 108,[u'BusinessAcceptsCreditCards: False'],"[u'Sewing & Alterations', u'Local Services']",Scottsdale,12,Tailoring by Joanna,-111.9257705,AZ,4.5,33.500749,85251,business
,LgrGYXtuwumUODemA66VGQ,,1,2075 Bayview Avenue,,"[u'Hotels & Travel', u'Transportation', u'Taxis']",Toronto,18,Royal Taxi,-79.3760079,ON,1.5,43.7217036,M4N 3M5,business
,TegeuAoYBVgQRUBiDLU7Mw,"[u'Monday 6:30-22:0', u'Tuesday 6:30-22:0', u'Wednesday 6:30-22:0', u'Thursday 6:30-22:0', u'Friday 6:30-23:0', u'Saturday 6:30-23:0', u'Sunday 7:30-22:0']",1,36 S Main St,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'DogsAllowed: False', u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Restaurants', u'Breakfast & Brunch', u'Burgers', u'Sandwiches']",Hudson,52,Yours Truly Restaurants,-81.4405261,OH,3.5,41.2387348,44236,business
,CO7TpBuNFr_K0MTRaf9prw,"[u'Monday 10:0-20:0', u'Tuesday 10:0-20:0', u'Wednesday 10:0-20:0', u'Thursday 10:0-20:0', u'Friday 10:0-20:0', u'Saturday 10:0-20:0', u'Sunday 10:0-18:0']",1,1597 Washington Pike,"[u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'DogsAllowed: False', u'RestaurantsPriceRange2: 2', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'Chocolatiers & Shops', u'Candy Stores', u'Desserts', u'Gelato', u'Specialty Food', u'Food']",Bridgeville,8,My Favorite Sweet Shoppe,-80.0951019,PA,5.0,40.3828646,15017,business
,7caQImCyJKGHwSlsDNZHhA,"[u'Monday 9:30-18:30', u'Tuesday 9:30-18:30', u'Wednesday 9:0-15:0', u'Thursday 9:30-18:30', u'Friday 9:30-18:30', u'Saturday 8:30-14:30']",1,Körnerstr. 19,"[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u""DietaryRestrictions: {'dairy-free': False, 'gluten-free': False, 'vegan': False, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': False}"", u'RestaurantsPriceRange2: 3', u'WheelchairAccessible: True']","[u'Restaurants', u'Fruits & Veggies', u'Specialty Food', u'Delicatessen', u'Food', u'Cafes', u'Coffee & Tea']",Ludwigsburg,4,Feinkost Galeria,9.1889038,BW,5.0,48.8983029,71634,business
,V8t85lFQj9Qwrn9EZRWLQw,"[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 19:0-22:0', u'Saturday 19:0-22:0', u'Sunday 0:0-0:0']",1,"201 Weston Road, Suite 101",[u'BusinessAcceptsCreditCards: True'],"[u'Education', u'Cooking Schools', u'Specialty Schools', u'Event Planning & Services', u'Caterers']",Toronto,3,Sushi Making For The Soul,-79.4711745,ON,4.5,43.6769912,M6N 3P1,business
,d4xLGNickA0WmtKWOk5tog,"[u'Monday 9:0-9:0', u'Tuesday 9:0-9:0', u'Wednesday 9:0-9:0', u'Thursday 9:0-9:0', u'Friday 9:0-9:0', u'Saturday 9:0-9:0', u'Sunday 9:0-9:0']",1,2490 West Queen Creek Rd,"[u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u'DogsAllowed: True', u'RestaurantsPriceRange2: 2', u'WiFi: free']","[u'Hotels', u'Hotels & Travel', u'Event Planning & Services']",Chandler,10,Home2 Suites by Hilton Phoenix Chandler,-111.8845848,AZ,5.0,33.2616371,85248,business
,n0LfBrR1U69VU9zFj1kSLA,"[u'Monday 8:0-18:0', u'Tuesday 8:0-18:0', u'Wednesday 8:0-18:0', u'Thursday 8:0-18:0', u'Friday 8:0-18:0', u'Saturday 8:0-17:0']",0,3620 E Indian School Rd,,"[u'Oil Change Stations', u'Automotive']",Phoenix,24,Avis Lubrication,-112.002703,AZ,5.0,33.495805,85018,business
,1fqRRtxI7mHEXyUE80UMyQ,"[u'Monday 11:0-20:0', u'Tuesday 11:0-20:0', u'Wednesday 10:0-20:0', u'Thursday 11:0-20:0', u'Friday 10:0-23:0', u'Saturday 10:0-23:0', u'Sunday 11:0-20:0']",0,3921 E Indian School Rd,[u'GoodForKids: True'],"[u'Recreation Centers', u'Active Life', u'Trampoline Parks']",Phoenix,13,Skypark,-111.9966774,AZ,3.0,33.4945746,85018,business
Old Brooklyn,ZUvAR3I1uhC27zQFcRXumw,"[u'Monday 11:0-2:30', u'Tuesday 11:0-2:30', u'Wednesday 11:0-2:30', u'Thursday 11:0-2:30', u'Friday 11:0-2:30', u'Saturday 11:0-2:30', u'Sunday 11:0-2:30']",1,5701 Memphis Ave,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'CoatCheck: False', u'DriveThru: True', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}"", u'NoiseLevel: loud', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: outdoor', u'WheelchairAccessible: True', u'WiFi: free', u'BikeParking: False']","[u'Sports Bars', u'Nightlife', u'Bars', u'Pizza', u'Restaurants', u'Burgers']",Cleveland,77,Dina's Pizza & Pub,-81.726279,OH,3.5,41.4395717,44144,business
Etobicoke,80JNAnZholsjuYmchuiEqA,,1,2917 Lake Shore Boulevard W,,"[u'Appliances & Repair', u'Local Services']",Etobicoke,3,Singer Sewing Machine Repair Centre,-79.5048722,ON,4.5,43.6008495,M8V 1J3,business
,V94gk_Vx0Ot623UGHG6PrA,,1,7300 Aliante Pkwy,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'Mexican', u'American (Traditional)']",North Las Vegas,105,The Salted Lime,-115.1806678,NV,3.0,36.2919853,89084,business
Northwest,kUUBBLBHCasOl2a5nW9nAw,,0,4341 N Rancho Dr,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'CoatCheck: False', u'GoodForDancing: True', u'HappyHour: True', u'HasTV: True', u""Music: {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': True, 'live': False, 'video': False, 'jukebox': True}"", u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1']","[u'Nightlife', u'Bars', u'Restaurants', u'Thai', u'Sports Bars']",Las Vegas,9,Bailey's Sports Bar & Eatery,-115.2319504,NV,3.5,36.2384622,89130,business
Northwest,A2pZTpFXWC38z506XIhnBQ,"[u'Monday 10:30-0:0', u'Tuesday 10:30-0:0', u'Wednesday 10:30-0:0', u'Thursday 10:30-0:0', u'Friday 10:30-0:0', u'Saturday 0:0-2:0', u'Saturday 10:30-0:0', u'Sunday 0:0-2:0', u'Sunday 10:30-0:0']",1,4949 N Rancho Dr,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BusinessAcceptsCreditCards: True', u'Caters: True', u'GoodForKids: True', u'HasTV: True', u'NoiseLevel: loud', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'BikeParking: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]","[u'Chicken Wings', u'Fast Food', u'Restaurants']",Las Vegas,41,Wingstop,-115.244528251,NV,3.5,36.2497194319,89130,business
Willowdale,mRv3Z25F56qduMKnvnCkVA,"[u'Monday 17:0-2:0', u'Tuesday 17:0-2:0', u'Wednesday 17:0-2:0', u'Thursday 17:0-2:0', u'Friday 17:0-2:0', u'Saturday 17:0-2:0', u'Sunday 17:0-2:0']",1,5515 Yonge St,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: loud', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: False', u'WiFi: no']","[u'Korean', u'Restaurants']",Toronto,41,Kokoya,-79.414869,ON,3.0,43.7782228,M2N 5S3,business
Yorkville,7aeLrn18FMX8pmoXAxuTEg,,1,55 Bloor St W,"[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'ByAppointmentOnly: False', u'RestaurantsPriceRange2: 2', u'WheelchairAccessible: True']","[u'Hair Salons', u'Beauty & Spas']",Toronto,10,Andre-Pierre,-79.3885937,ON,3.0,43.6695671,M4W 1A5,business
,NmiX_7talK5QTgMKvHPUaQ,,1,9049 E Co Rd B,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'American (Traditional)']",Hawthorne,3,Covered Wagon,-91.834086,WI,5.0,46.504003,54842,business
Strip District,HWrbZS1mxVRj2Y2VwMmDMg,,0,2627 Penn Ave,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsPriceRange2: 1']","[u'Food', u'Bakeries']",Pittsburgh,3,Dulcinea Bakeshop,-79.9777282029,PA,4.5,40.4553505818,15222,business
Sud-Ouest,Ir_QIzs-4o9ElOtiGuxJrw,"[u'Tuesday 12:0-20:0', u'Wednesday 12:0-20:0', u'Thursday 12:0-20:0', u'Friday 12:0-20:0', u'Saturday 10:0-17:0']",1,4601 Rue Notre-Dame O,"[u'GoodForKids: True', u'RestaurantsTakeOut: True']","[u'Sandwiches', u'Restaurants', u'Mexican', u'Breakfast & Brunch']",Montréal,5,Torteria Lupita,-73.5881347,QC,3.5,45.4736323,H4C 1S5,business
,ODwqVEORhb9YAgo3MP0PXw,,0,561 Bloor Street W,"[u'Alcohol: beer_and_wine', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True']","[u'Restaurants', u'Korean']",Toronto,5,Yummy Bar-B-Q,-79.4107443,ON,3.5,43.6651059,M5S 1Y6,business
,1xBI6EhPAwtZHQhzAAEAxQ,,1,44 Bristol Road E,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}""]","[u'Fast Food', u'Restaurants', u'Burgers']",Mississauga,3,McDonald's,-79.6613085,ON,1.5,43.614245,L4Z 3K8,business
,CJ_O3QaDzgoPApBh-skPuQ,"[u'Monday 7:0-19:0', u'Tuesday 7:0-19:0', u'Wednesday 7:0-19:0', u'Thursday 7:0-19:0', u'Friday 7:0-19:0']",1,"15543 N Reems Rd, Ste 133","[u'AcceptsInsurance: True', u'ByAppointmentOnly: True']","[u'Physical Therapy', u'Doctors', u'Health & Medical', u'Sports Medicine']",Surprise,7,Foothills Sports Medicine Physical Therapy,-112.393219844,AZ,4.5,33.6253168658,85374,business
,LHueU8OxZ6ObtISJ18niEw,,0,13823 W Bell Road,"[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsTableService: True', u'WheelchairAccessible: True']",[u'Restaurants'],Surprise,3,El Paso Bar-B-Que Company,-112.3579458,AZ,3.0,33.6383422,85374,business
,QfWFxmXqRGixztgaZN0gOA,"[u'Monday 7:0-17:0', u'Tuesday 7:0-17:0', u'Wednesday 7:0-17:0', u'Thursday 7:0-17:0', u'Friday 7:0-17:0', u'Saturday 8:0-16:0', u'Sunday 9:0-14:0']",1,410 Donofrio Dr,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Juice Bars & Smoothies', u'Breakfast & Brunch', u'Salad', u'Restaurants', u'Coffee & Tea', u'Food', u'Sandwiches']",Madison,46,Helbachs Coffee House,-89.5135245,WI,4.0,43.0596333,53719,business
Capitol,Gi48Z9ZPlEUgQU1xo_7Hjw,"[u'Monday 7:0-22:0', u'Tuesday 7:0-22:0', u'Wednesday 7:0-22:0', u'Thursday 7:0-22:0', u'Friday 7:0-22:0', u'Saturday 8:0-22:0', u'Sunday 8:0-22:0']",1,650 State St,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'OutdoorSeating: True', u'RestaurantsPriceRange2: 1', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Coffee & Tea', u'Food']",Madison,39,Espresso Royale,-89.3964973,WI,3.0,43.0749004,53703,business
,-2e5dt_Gu9Ae4z6u6tLBsw,"[u'Monday 9:0-20:0', u'Tuesday 9:0-20:0', u'Wednesday 9:0-20:0', u'Thursday 9:0-20:0', u'Friday 9:0-20:0', u'Saturday 9:0-20:0', u'Sunday 10:0-18:0']",1,"1804 S Signal Butte Rd, Ste 108",[u'ByAppointmentOnly: False'],"[u'Home Services', u'Professional Services', u'Shopping', u'Internet Service Providers', u'Electronics', u'Mobile Phones']",Mesa,17,Verizon,-111.6004045,AZ,2.0,33.3823625,85209,business
