funny,user_id,review_id,text,business_id,stars,date,useful,type,cool
0,BRO98wNeY2Q_BZX8G-iVvg,f0l_4MrqYjVCOZq_PowquQ,"I can't give this palce 5 stars because hell, its just not a 5 star place.  But it's the Pickle!  If ever in Brecksville stop over at the neighborhood bar for cheap, quality food (you get what you pay for though), a typical old bar atmosphere, free popcorn, and sit in chairs that I swear haven't changed since I was 5.  The place is awesome, I'm there every weekend.",4P-vTvE6cncJyUyLh73pxw,4,2012-05-01,1,review,0
0,qn7SAaO9Jwl2ls5c9Og2yA,QfnIyQ5wYk2NDWSLYkSbgQ,"Great prices.   Good food. Typical fare: burgers chicken, fish, etc  Really friendly and eccentric staff. This place is a keeper.   Try the hot pickle. I buy them and use them in bloody marys.",4P-vTvE6cncJyUyLh73pxw,4,2012-03-01,0,review,1
0,7phnWalwWR0LcV-4xGGFgg,QVS_4D3lLpilcljTSzKtcw,"Neighborhood bar, with the friendliness that comes with it.  Also the quality of food you would expect. Family friendly.",4P-vTvE6cncJyUyLh73pxw,2,2015-11-21,0,review,0
0,C0jquh-km5UnawqDqSQpBw,-K5z7DzXHJgEC1tsTLfFeA,We came here for dinner to celebrate my friends Birthday.  The restaurant itself is beautiful and the service is incredible but for some reason I felt like something was missing.  The food was decent but way over priced.  I guess for the money we paid I was expecting something else.  Overall it was a nice evening and my friend had fun so thats all that matters right?,4uiijOUDzc-DeIb2XcKW_A,3,2009-09-15,2,review,0
1,cPifBB7Qbjs9PntPGOY9iQ,2tjghSImOPf4A9L4zhByRQ,"Ah, Khotan... I knew you when (SIGH) you were something different.... a perfect blend of Asia's decor and food... and how far you have fallen since that time. While I still appreciate your service and your stunning looks, I am surprised by what has happened to your menu... sorry looking sashimi (though the uni was a standout... shouts out to Santa Barbara!!), uninspired hot foods (kung pao shrimp at $21? For real?? ).... even the drinks are sorry in comparison to what once was.... SIGH.  Perhaps this is why you are closing your doors from November 30th through January 3rd (Seriously? During one of the busiest times of the year in Vegas!?) At least you still have your Treasure Island pirate show, which will always be a sight to behold. Perhaps you should visit what you once were (read: Social House at Crystals) and reclaim your glorious days. Until then, I will continue to hold onto hope that you will find your spotlight (or at least a better menu) once again.",4uiijOUDzc-DeIb2XcKW_A,3,2010-11-25,1,review,1
0,pgTz-Ds6WvS8qFOsRekG9A,fCVQlHk6x7-S2FWWMbOWpA,"Khotan sucks as a place to eat. The girls and I went to this place for ""Dinner"" but really all we got was appetizers. We went during happy hour so it was suppose to be cheaper, but it don't mean the size is bigger. I ordered some spicy tuna and it was $7 for like a tiny portion that didn't do anything for me at all. The roll were so tiny it was about the size of a quarter and I got four of those. BOO times 2. The only reason this place got two stars out of me was the bartender. They both were entertaining and he gave us some drinks for free. Atmosphere is really not impressive either.",4uiijOUDzc-DeIb2XcKW_A,2,2011-01-13,1,review,0
1,GDeoUHALgyqK13ewN92Jnw,N42b2u6YSL5iEjN6NnrKeQ,"My boyfriend and I decided to go resturant hunting on our visit in LV for our 1 year anniversary..we didnt have a spot in mind but on our many, many, many walks on the strip we found Khotan. 

So I decided to call and make a reservation since I didnt know whether it was a forsure spot we would get in for dinner. *WHICH I DO RECOMMEND, BTW!* We got there and were greeted and waited in the longue/bar area..it was def cute, we were soon taken to our seats in the patio area (which i also do recommend esp if you come around the 9 o' clock time frame for the pirates show.) OMG, when were going up there are beautiful gold deposit boxes all around then you hit the patio/seating area and you get a great view of the strip AND the pirate show..feels  like the fireworks are going to hit you haha.

The food was great, me and my bf def recommend the chicken lollipops for a appetizer (get two bc i could finish that whole plate if i didnt have to share with my bf HAHAHA). You def wont regret it, I ordered the Khotan Beef plate and it was actually good! I wish it did have a little more but I was full forsure. My boyfriend had the Orange chicken plate I believe and he enjoyed that plate as well although he did wish he had more food on there...just b/c hes def a fattie. haha

Overall, great place for some pan Asian food, GREAT SERVICE btw!, great views, free show of the pirate show w/o the bussling of the crowds, patio seating is great and def a great overall resturant in vegas.",4uiijOUDzc-DeIb2XcKW_A,4,2010-09-06,2,review,2
0,d1sLYlfSzHo6WCpfe-j7zg,3r40NTxUZyjPI26ftFaHaw,"***for lounge only****

Maybe I like this place only because my friend and I stumbled upon this place during happy hour.  Oh the two best words ever.  We ordered from the cocktail happy hour and I got some cranberry concoction (don't remember the name) and my friend had the asian pear.  I liked mine since it's tart as I like it but my friend didn't care for it. She did love her asian pear though since it was pretty sweet.  We were going to have dinner so we didn't splurge on appetizers but the couple next to us took advantage of the happy hour prices.  I took a peek and it looked like it was good since they ate every bite of their sushi rolls.  Bartender was really nice as well.  Noted, maybe on a weekend this place is poppin' but I enjoyed the quietness in the busy Vegas atmosphere on a Thursday night.",4uiijOUDzc-DeIb2XcKW_A,4,2010-07-28,0,review,1
0,GABWrw5Et9jubriKwMUDbw,sSuy_QaLPKX99kSGy1QwHA,"I love the decor and vibe of Khotan. A little hard to find at first but once you enter, it's worth the search. I really liked the safe deposit boxes in the entryway - made for some cute pictures. 
Food: Yum! I think it *may* be hit or miss based on reading other reviews but we chose wisely. Here's what I liked:
Spicy tuna roll - just enough spice, quality fish
Curry noodles - love the curry they used, definitely singaporean. big shrimps. 
Ginger chicken with broccoli - a lighter option with clean flavors.
Service: Great! Our sever recommended his favorite drinks and was helpful answering questions about the food.
This would be a great date spot. I'll be back to enjoy the atmosphere :)",4uiijOUDzc-DeIb2XcKW_A,4,2011-03-29,0,review,0
0,4ZecK0IVM-5_E5-wczXqZg,tebBZw0NttA_4xjV10k1xA,"Worst sushi rolls ever -- the shape and size of a box of Tic Tacs with chewy rice and a rectangular layer of raw fish on the top. Bland, difficult to eat. We were hoping it was the same chef as Social House (restaurant at what is now Khotan's spot) because there was a jalapeno yellowtail sashimi on the menu (like the amazing one we'd had at Social House two years ago). The jalapeno yellowtail sashimi was actually excellent. The rest of the meal was totally downhill. When we started walking upstairs to get our table, the maitre 'd called out, ""Watch your step because if you fall, I'd have to laugh at you.""
So, they can't make sushi and they have some clueless staffers too. Don't waste your time or if you insist on going, try the hot foods versus the sushi rolls.",4uiijOUDzc-DeIb2XcKW_A,2,2009-10-03,0,review,0
0,pRAPaBJ-MyO70-aVAX36Mg,ud02HHp2XgjV8d4xBm4eIw,"My girlfriend and I stayed at TI and we were looking for an easy dinner one night, so we decided to stroll into Khotan.  Meh...

I wouldn't say the food was bad, but it wasn't good.  I think the best word to describe it would be: amateurish.  It would be hard to believe that they had real sushi chefs in the kitchen, or that they used high quality fish.  Some of the fish didn't taste like anything!  No taste!

The service was pretty good, but our waiter didn't seem to know much about fish.

Don't waste your money on the Jalepeno Hamachi appetizer.  I don't know how anyone could have the nerve to charge $22 for 5 tiny pieces low grade Hamachi (if it even was Hamachi) on a chip.  The Tuna Tartare wasn't that great either...  I've had better hors d'oeuvres at weddings.

The concept of the Salmon Parmesan roll sounded good, but when eating it, the Parmesan didn't make sense.  I was in the mood for noodles, so we also ordered the Crab Lo Mein.  It was basically ramen noodles with a few pieces of tasteless crab on top.  I could've made ramen noodles and topped it with imitation crab for about $2 and it would have been just as good, or better, than their $14 dish.",4uiijOUDzc-DeIb2XcKW_A,2,2009-11-20,0,review,0
0,lac5Nj5BOKhSJjEfT7oZxg,cPVGvM9haeAjMPZtbMlDOw,"I was extremely excited to visit this restuarant since I""d been planning my reservation there for weeks, thanks to a smart groupon buy.  I have to say our seating was amazing out on the scenic deck.  However, I do have to say, that the food was blah.  I ordered the Salt and Pepper Prawns and the waiter expressed to me that they had a few shells underneath HOWEVER the Prawns came whole, fried with shells and eyes.  I mentioned that I was expecting a few shells but couldn't eat through these,,,he said well, I told you that it came with shells and half-heartely offered to recook them.  This only after the plate had been sitting for twenty minutes.  He avoided our table like the plague as I could tell he could clearly see I was NOT eating.  AT the end he offered a free dessert but by that time it was a little too late for me.  I don't like to compare high end asian restaurant to PF CHANGs but on this night PF would win.  Try The GRand Wok in the MGM grand.",4uiijOUDzc-DeIb2XcKW_A,2,2010-09-02,1,review,0
0,WI5CkCRbzcUdFAU941mdYA,mUPdz50uiC_kPsEH8A9_Ew,"Only 4 stars because of the expense--without our $55 Groupon, our meal for two, including one large house sake, would have been over $100.

However, even if we hadn't had the Groupon, it would have been WELL worth the money. What a find!! The decor is gorgeous, we were waited on by two attentive garcons (sat at the sushi bar so chatted with the sushi chefs as well), and the menu is extremely creative and--most importantly--DELICIOUS. 

Our waiter recommended the yellowtail appetizer with tempura jalepenos in a light, yummy sauce and WOW was he right. We both ""mm'd"" through our whole meal, starting right from the tasty beginning. 

Every piece of sushi (we got the large maki for dinner so we received about 20 pieces of sushi) was fresh, generous and absolutely fantastic. 

By the time we finished our large dinner order we were almost full, but definitely not ready to stop eating! We each ordered another round of nigiri--my boyfriend got tuna and I got salmon, YUM!

What a hidden gem...thanks to Groupon for helping us find this one! We will DEFINITELY be returning next time we're in Vegas.",4uiijOUDzc-DeIb2XcKW_A,4,2011-03-17,0,review,0
0,YSFhFKYaotk5rE3VECcQxg,5amEF7AHj87DXTEvblEw8Q,"Sushi was very average and very expensive with no wow factor. Tasted just ""bleh"". Miso soup was very salty and ginger salad was made from a lot of weird lettuce that was not cut small and difficult to eat. Took a long time to get the salad. We asked to sit on the balcony to watch the show and they gave us a table at the backside so we couldn't see. Service was barely ok and kept making excuses why it was taking so long.",4uiijOUDzc-DeIb2XcKW_A,2,2010-04-26,0,review,0
0,AbC6lu_5RrMgslQeocvzRg,XQaK1CiSsJdsxJP5uhRccg,"A Superficial place in Treasure Island, trying too hard to be upscale, however, the food quality does not meet its price tag, which is way overly priced.  Fast food quality, price higher than TAO, go figure. Staff also try too hard and gets annoying. No wonder their business is not good at all. TI is not an upscale place to visit either...",4uiijOUDzc-DeIb2XcKW_A,1,2015-02-13,0,review,0
0,PPCFx8NTgsELmNogzDjL0g,D0JqU2amlbvcDdsB1wQuHw,"I can't say from my experience that I understand the mediocre reviews for Khotan. My wife and I thoroughly enjoyed our meal. We didn't have the sushi and stuck to mainstream pekinese type dishes; lettuce wraps, edamame (ok, they're Japaneze), lobster curry and sweet&sour chicken, all of which were fresh and tasty. 

I suspect this place may suffer from an expectations standpoint. It is not that expensive, we paid approaching twice the price at Jasmine two nights before for a similar quality meal. I am going to brutally honest here and suggest what is expensive to a TI guest is not the same to a Bellagio one ( we are neither by the way). 

Give this place a try. We really liked it.",4uiijOUDzc-DeIb2XcKW_A,4,2010-05-01,2,review,1
0,gq8dZgJConBUANpSFzKKjg,U_P13SRuczdXTYD1zgu96Q,"Like several other reviewers, I went to Khotan because a friend had a Groupon and we of course waited until the last minute to use it.

I checked out the menu before going and was really scared.  It really looked like a Panda Express menu with such exotic choices as sweet and sour chicken, orange chicken, and beef and broccoli.  Authentic, Khotan is not. But, hey, it's food and we had a coupon.

The decor inside is really wonderful, with really interesting jade statues, ivory carvings, and a wall of gold, vault-like boxes. A++ for effort there.

We were seated outside and it was  a nice night.  But, seriously, that Sirens show is craptastic and if you're not a fan, sit inside.

We ordered Khotan lobster, chicken lo mein, brown rice, and a tempura platter.  The sauce in the Khotan lobster is great, but, gasp, it's $36. The chicken lo mein was ""eh,"" very boring and the chicken was slightly overcooked. The tempura platter was delicious but anything fried always is.  I'm conflicted because I generally liked the execution, food, and service, but it was such a boring menu I'd probably never go back.  If you want expensive Panda Express-esque food with a strip view, however, this is your place.",4uiijOUDzc-DeIb2XcKW_A,3,2011-01-22,0,review,0
0,wDdh7cLIFK08KtJhj5q9uA,Ulb1lFkd2EjXiXk_8lIsDQ,"We stumbled upon khotan by pure laziness...We were watching the TI show (wow...not kid friendly anymore) and gambled a little before we started getting some hunger pangs.  So we wandered a little bit and saw the downstairs opening for this place.  We thought it was a small casual place and had no idea it was considered upscale dining.

The host greeted us then talked into his ear radio....He then escorted us to the elevator and sent us up.  We were then greeted by another host and seated in the bar area since it was a quiet sunday night.  We just needed a few bites to eat so we could make our flight without starving.

Started off w. some edamame (the norm, nothing crazy) then we shared chicken lollipops (not bad), kobe sliders (looked dry but were actually moist), gai lan side dish (cant go wrong w/ veggies) and a noodle dish (don't remember which but it was dry dry dry and super chewy/tough rice noodles...terrible).

It was just a spot we ended up at due to convenience of it's location...right in front of us as we were about to give up looking...

Food was good but not memorable. (well except the super awful noodle dish)",4uiijOUDzc-DeIb2XcKW_A,2,2010-02-02,1,review,1
0,c3oKqsoDC9SDjJjP1LMARA,3oy99xSSdewIQxS3Vc4M6A,"The restaurant was pretty slick, great atmosphere and a really cool patio. If you happen to go for dinner the pirate show is pretty cool since you are watching it from the back side of the boats. The Edamame was really buttery and apps were spot on. The drinks were great, and my ginger mojito was really refreshing after a long day on my feet. 

The reason this wasn't a 4 star was because my diner was rather salty and not much better than something I would get at my local Chinese take out place. The food was so so, but the drinks, app and atmosphere were great.  

Worth a visit and they frequently have Groupons and happy hour specials.",4uiijOUDzc-DeIb2XcKW_A,3,2011-03-18,0,review,0
0,-ObHxZTruZ2YGkoamYFhyQ,keG92lC9WWLPvRn1Yne8Sg,"We used a Groupon to try out this restaurant in TI.  We sat at a table on the patio to watch the 8pm Sirens show.  

Pros:
- nice patio with misters and adequate seating.  Good location to see the show (even if the show is GOD AWFUL- but I won't rate this place according to the show.  My eyes were bleeding after watching it.)
- decent variety of food selections and full bar
- decor and ambience were pretty nice

Cons:
- food was overpriced for the quality.  I had the Teriyaki chicken, which was dry.  California Roll appetizer was dry and fell apart.  The lettuce wraps were decent appetizers, as was the tempura platter.  We ordered a lot of food and were really underwhelmed.  
- service was uninspired and our waitress looked really annoyed to have to walk to our table, which was located a bit out of the way.  She disappeared for a bit while we ate and my husband had to go to the kitchen to get more soy sauce.  We eventually had to call out the Mgr to ask for service, and things got better after that.  He was very apologetic and checked in to make sure things were OK.  

I think if we hadn't had the Groupon, we would have not come here.  Without the Groupon, we would have spent the $200 elsewhere and received much better quality food and service.  I suppose it might be worth it to come and try the lounge area during happy hour.",4uiijOUDzc-DeIb2XcKW_A,2,2010-08-16,1,review,0
0,kEH9rD6yJbGYcvp9_2RKrQ,NkJM5LxehFqgsIB7LPBiCg,"I ate at Khotan tonight with my husband, sister-in-law and her husband. We were there to use our Groupons before they expired.The service was really good. So was the lighting. We ordered the sliders, Tom Yum with chicken and the crispy asparagus to start. The sliders were pretty darn tasty with a side of pickled ginger that our server recommended. The Tom Yum was really good too. The asparagus came out ice cold. They brought us another one, but it still wasn't great hot. The coating is way too thick. We all agreed that they use Rice Krispies for the ""fry.""

For dinner, we ordered the Pad Thai (awesome), Khotan beef (decent), and crispy walnut shrimp. All of us like walnut shrimp from Ping Pang Pong and China Mama. We were expecting it to be hot. It was cold. Apparently, that's the way they serve this dish - fried cold shrimp. Once we knew, it wasn't that bad on the bed of vinegary salad. Just wasn't what we were expecting.

Our dessert of mini-cupcakes was comped. The worst cupcakes I've ever had. Three cupcakes - mango, coconut and chocolate, each with their own sauce. I really, really wanted to like them. They didn't taste fresh and were too cold. The cake wasn't fluffy and was really dense. 

The restaurant is beautiful. Worth a try. Don't expect miracles.",4uiijOUDzc-DeIb2XcKW_A,3,2011-01-08,1,review,0
3,24hyqUROHABynDLYTUpqkQ,vbuArRtzxYv6c359wj07mA,"This place is weird.  So we were greeted by the hostess in front who looked like she was wearing butt pads.  No skinny Cambodian-looking girl would have an ass that sticks out ten inches from her back unless she stuck a basketball in there, seriously.  Then she told us to go upstairs because that's where the real restaurant is at and we were again greeted by another Asian hostess. While walking upstairs, you would feel like you're in a bank's safe box room because seriously, that's what it looks like, no joke.  Fun to play with, but weird.  Am I missing some sort of cultural significance here? 

The place is dark with small tables, chairs and booths.  It took them ten minutes to hand us the menus after being seated which I thought was incredibly appalling because I'm sure they didn't forget about us.  They have candles on the tables which made it kinda uncomfortable because it seemed too romantic for our own goods (We were hungry and randomly walked into this place).  I ain't gonna lie, the food was good!  We ordered some noodles which tasted like mixed flavors of Chinese and Italian.  Surprise, surprise, it came in a tiny portion that can easily be confused as an appetizer.  WTF mang.  There were just too many selections on the menu (sarcasm) so I ordered an eye roll.  For more than a dub, it's not worth it.  But compared to other rolls I've had at other sushi places, this roll melted in my mouth with just the right amount of flavor, MmmM.  As long as its good, I like it.  

I liked how our waiter came back to refill my friend's drink a couple times without being asked.  I like attentiveness.  I like staffs who pretends to be genuine as good as they're faking it.  Having missed our menus for the first ten minutes, the service is above average. 

Even if money grew on my orange tree, I wouldn't come here again though.",4uiijOUDzc-DeIb2XcKW_A,2,2010-01-26,0,review,0
0,iUHPgpGXuJ-e8jXEhvK-AA,4RN8VIj5iY8Jrx3UxTzEjw,"I'll echo what others have said.  The service was poor.  This is a $6 million upfit and it's gorgeous.  The food is good, but not spectacular like the atmosphere.

Lots of potential here in the front and back of house.",4uiijOUDzc-DeIb2XcKW_A,3,2010-11-23,1,review,0
0,jIjC8F9Xiz7R5M-krH6OGg,H8SsK_SsLZSh6XycXxlINw,"What a waste of time and money.  We had dinner thinking that the chef from Social House was still there but I guess I should have read the other reviews posted by yelpers.  I guess if I had to describe the restaurant it would by con-fusion...horrible creations that make you think twice about eating there (salmon parmesan roll, crab lo mein Alfredo, wtf?).  Terribly expensive and it seemed that the staff didn't care too much about what was going on around them.",4uiijOUDzc-DeIb2XcKW_A,1,2009-12-04,0,review,0
0,HvquD8QalzpQlbXK-1KYlQ,ws3sKm5MrtZEDEsjCgOAJg,Not worth the money. Bad drinks and equally bad overpriced food. The pay roll was bland and possibly the worst I've ever had. It made the $35 roll taste even worse. The mongolian beef is better at P F Changs.Service was good. Decor was very nice. It takes alot  for me to say these things about any place. Good luck.,4uiijOUDzc-DeIb2XcKW_A,2,2011-04-22,0,review,0
0,3etKdarpGqQYpoLENXKt6A,6ye4tUGnj1lmhm_kvK_sPg,"Recently ate at Khotan. The food was quite good. I had the cashew chicken and my wife had sweet and sour chicken. While somewhat expensive, and the service a bit slow, it was a good experience overall especially with the Groupon discount saving us $25.",4uiijOUDzc-DeIb2XcKW_A,4,2011-03-17,0,review,0
0,53bZ_EsXH71L7iFs5MP9_w,maELoO1vbOSzztlEgCdDWQ,"Much MUCH better as Social House.  What the hell was TI thinking?  SH was more Japanese influenced, I would say Khotan is more Chinese influenced, with a Japanese pricetag.  

Grub:
*Jalapeno Hamachi, not as buttery & fresh as I'm used to, soy overpowered, I liked the battered jalapeno slices, great texture, $22
*Rainbow Roll, snow crab & fish were not fresh, $18
*Broccoli Beef, liked the Broccoli Rabe aspect, the beef was eh, $24
*Gai Lan, cooked nicely, & not too greasy, $6
*Crab Lo Mein Alfredo, really strange, like the powdered packet in Hamburger Helper, but oddly comforting, $14

This place is pretty pathetic, but they serve a mean cocktail & boast a great alfresco dining option.",4uiijOUDzc-DeIb2XcKW_A,2,2010-01-06,2,review,0
0,NoEI3raAUBkZKZMczZVlaQ,N6sCtNlRnXsvWX8TwNDIUg,"Was craving sushi after walking around the outdoor mall at Treasure Island. Just happened to come across this place. The food wasn't bad but it wasn't necessarily good either. Decor is nice, service is average, the bartender was cool though. For the price they charge I would pass on this place. I know it's Vegas but there's some standards you would expect based on the price and the food just didn't meet the standards in my opinion.",4uiijOUDzc-DeIb2XcKW_A,2,2010-03-15,0,review,0
0,PpTSDy5cQM25rqcI19yg0w,-PPFXSSsh-yi4LpBzr2MWQ,"Khotan is Closed and ""Senor Froggy"" resturant.",4uiijOUDzc-DeIb2XcKW_A,1,2012-10-16,0,review,0
0,HgmpXWF_p1WfG_Kq90jUkg,ilVcRwYNopvGus0yR_2zZw,"I came here back when it was social house, and now Khotan. I tell you it's like night and day. And I don't mean that in a good way. While the decor hasn't really changed much. The menu sure has and not for the better. My experience here while being social house was so wonderful. I figured regardless of the name changing I'd give it a shot. Boy was I wrong. Like I mentioned before the decor is still unique. Dim, sheik, very Asian like of course. But wait, they use to have a dj in the lounge area. Gone, go figure. And the waitresses from what I remember were a lot nicer. Anyway. I ordered a few sushi pieces, with some chicken like kabobs. I believe a salad. Had a few beers. Sushi was very Mediocre. Chicken was dry. Salad was salad. Can't really remember anything memorable from my meal. Aside from the overpriced food. A big disappointment. I doubt I'll be coming here again. Only reason I'm even giving this place 2 stars is because it was once social house. Anyway if over priced wanna be asian food is your gig. Along with half ass service. Be my guest.",4uiijOUDzc-DeIb2XcKW_A,2,2011-03-09,0,review,0
0,YLgDEG9vFIiHo5e3K_g0hQ,4zVgAV6cGM5i0RWzBh7n5g,"Mediocre food. 50$ for one person. I could have had better food at Panda Express. The orange peel chicken was cold and lacking flavor. The veggies in the dish tasted like they weren't washed before being cooked. Only good thing about this place is the atmosphere, it is the only reason I didn't give it 1 star.",4uiijOUDzc-DeIb2XcKW_A,2,2011-05-21,0,review,0
0,WOGd8Xxq0ya99vp8YWmA8g,Adf4hvwmXzsAGmQKAMMYpA,"You can IGNORE all the complaints regarding price as this restaurant (formerly Social House, and formerly Khotan Pan-Asian Cuisine) now goes by the name of Khotan Asian Bistro and has a NEW menu with lower prices.

More importantly, there a few restaurants in Las Vegas that offer a more impressive atmosphere.  Anyone comparing it to ""Panda Express"" or even ""PF Changs"" is simply not doing this place justice.  The modern and sleek decor hasn't changed too much from the days it was Social House except for the fact they have added some stunning jade and ivory sculptures on display.

Most importantly, the food presentation, taste and service are well beyond expectations for a ""reasonably"" priced restaurant on the Las Vegas Strip.

Can you get Asian food as good or better at a lower price down the street (Spring Mountain) in Las Vegas Chinatown?  Yes, of course, but no where near the same dining experience in terms of location, seating (indoor/outdoor), ambiance, and cool vibe.

I would challenge some of those that previously rated this place less than 4 to give it another try.  Unless you are a complete foodie-snob and/or have no clue what a ""normal"" price is for a Las Vegas Strip restaurant, it will be difficult to rate this dining experience lower than a 4.  Of course, that's IMHO.",4uiijOUDzc-DeIb2XcKW_A,5,2010-07-21,0,review,0
0,OuRxTH-PPuRzpmtWXkOavg,-VrIBSpMzFxdVeP04eMXZw,"We went there to celebrate our anniversary. When we called to book a reservation, they asked if it was for a special occasion. When we got there, no one congratulated us. No one seemed to care that we were even there. There were lots of staff walking around, but most of them seemed to be chatting amongst themselves. The food was ok, but not worth the $67 bill for 2 dishes and one drink. The jade exhibit was amazing and the atmosphere was good. It could have been better. We were interested in dessert, but got the impression that there was none, until we were asked after we finished dinner. I would have made room if I knew there was dessert.",4uiijOUDzc-DeIb2XcKW_A,2,2011-06-30,0,review,0
0,6gZBMMTC_47cDL_LDkr3ng,FTx10AG-Ipaldnb3A8ZMcg,"Came here for a friend's birthday dinner. It has a cool atmosphere, but it's super expensive and the food is so-so for the price you pay. It's also super dark, so it's hard to read the menus. This is probably to hide that you're paying $45 for a few pieces of steak. 

If you're here at the right time, Treasure Island's pirate show will play right outside your window, so you can listen to the cannons and fireworks go off while you're eating a romantic dinner. That could be a good or bad thing depending on your personality.",4uiijOUDzc-DeIb2XcKW_A,3,2009-09-16,2,review,0
1,cUZw26_XQSpwX3gd9GVKtA,AZJx5c1QV8rKDTEL6-GTng,"While looking for a restaurant on the strip that had excellent decor and a romantic atmosphere, but at the same time a reasonable price, i found Khotan.
The service was good, our waiter was very social and always kept our drinks filled. I tried out the orange peel beef and my girlfriend tried out the Khotan beef both were very delicious dishes, but me being a fat ass was still hungry after since there isn't very much in the plate.

what i suggest: 
1. Eat out in the patio if you are going to be there at nightfall, Khotan is right above the pirate show at T.I.

2. Chicken lollipops! really good appetizer",4uiijOUDzc-DeIb2XcKW_A,4,2010-08-13,1,review,1
0,OpAfXeNL4kJA59PoUFU7ew,yfF0bUmR65iOGw0QefGSPA,"My four stars are for the lounge area and the food.  The service in the dining area was lame.

The lounge was great.  During happy hour (5-7PM) there are drink and app specials. And since ISLA was packed to the gills, my fella and I decided to check out Khotan.  The barkeep was friendly and chatted us up while we sat and watched an NBA game. 

We were so pleased with the service and food (spicy tuna roll -- YUM) that we decided to come back a couple hours later for dinner.

The dining area is upstairs.  Getting up there is quite a sight - floor to ceiling gold drawers. Pretty impressive.  Once seated (inside) we quickly realized we should have sat on the patio.  The inside of the restaurant was dark.  Not mood-making-romantic dark.  More like push-that-candle-here-so-I-can-read-the-menu dark. Oh well.

We ordered a couple entrees (pad thai and singapore style noodles) and a Tom Yum soup.  The soup was super tasty and chocked full of amazingly tender chicken.  My one gripe about the soup...there were pieces of fried scallion (or something...I couldn't really see what it was) that was really fiberous and unpleasant to eat.  I ended up picking it out of my soup.

The pad thai was to die for. Super tasty and a really great portion.  I did raise an eyebrow at the price ($15) - but hey, it's Vegas baby.  My fella loved the singapore style noodles.  He would have licked the plate clean if he wasn't so classy.

We enjoyed a two-for-one cocktail with our complimentary voucher from Treasure Island and both opted for the ginger mojito. (Give me anything with Canton in it and I'm set. Yum.) 

So - let's talk about the service. The servers were polite and great when we saw them.  We had four different servers at one point and before any of them could get to our table to take our order, the barkeep came by since we had been sitting (unattended to) for about twenty minutes. This could have definitely had to do with the fact that for a while we were the only ones inside the dining area, but the servers never acknowledged the crap service.  A simple, ""Sorry 'bout the wait"" would have sufficed.  Oh well.

Good thing the food is so good. I'm dreamin about that pad thai. Mmmmm...",4uiijOUDzc-DeIb2XcKW_A,4,2010-11-02,1,review,1
0,F75cB0AgEhc-mtM18B8EFw,Uw24JCOsOdkSUqq6EPogBw,"This place was really good when it was Social House, now its just an expensive place to get sub-par food.  The place reeks like Ed Hardy perfume (below the restaraunt).  The service was ok, but the food was over priced and not up to Vegas quality standards.  I would definietly try somewhere else and not waste my money here again.",4uiijOUDzc-DeIb2XcKW_A,1,2009-11-30,0,review,0
0,E5glLZ1mCo10-zqq3Bj13w,HTolWbNJUULt5u_bWne1IQ,"The best description I can give about this restaurant is that it is the Panda Express of asian food and not worth the price.

For appetizer we had the crispy asparagus. It was just japanese crackers deepfried around asparagus. Too weird of a texture but okay to eat. Only 6 sticks. So to me, 6 asparagus heads is not worth that price.

I got the lobster curry. Again, for the price, it was not worth. i can get thai green curry for $5.95 down the street and throw in some steamed lobster and get the same effect. 

hubby got korubuta pork chop. okay, but have had much better elsewhere.

the place is also really dark, to the point where you cannot read your menu. you have to put the menu an inch away from the candle on your table. lame.

and the TI sirens show in the background is VERY annoying.

skip this place. and TI, please don't make lame asian restaurants. it's an insult to the main demographic of your casino.",4uiijOUDzc-DeIb2XcKW_A,2,2010-02-22,1,review,0
0,GZuBQoHtz39pIDsNh4EQXA,aWizkxCmuMZaeOEOuxyESw,"sehr guter Service, schnell und kompetent!
coole Mitarbeiter",5WoHYemsAjuK85AOcGwEJg,4,2013-03-12,0,review,0
0,wU1V11JqKhsSptKMsnEDEg,3Q-7kthW9izOrztE5DWUdw,"Lieber zu Arlt und vernünftig, günstig alles für den PC
als zu ich bin doch nicht blöd",5WoHYemsAjuK85AOcGwEJg,5,2008-09-01,0,review,0
0,uZtSv8Rgi4-0BBvz4YbH9Q,434UggWUy1Ku5x-s1UH2og,"Der Arlt ist oftmals der Computerladen um die Eck, wenn man dringend etwas braucht. Doch empfiehlt es sich vorher Produkt und Preis online zu prüfen, denn leider ist auch das Personal sehr schwankend in ihrer Qualität",5WoHYemsAjuK85AOcGwEJg,3,2012-01-29,0,review,0
0,FCzzkuhMrQ-pWYDA_fPmkg,xzjuJ4Sdc8MzYVtvnYJKiQ,"Kompetente Beratung, super Preise und kulanter Service. Gerne wieder!",5WoHYemsAjuK85AOcGwEJg,5,2011-06-08,0,review,0
0,LMhTti4tnUvPwON8yREDcg,9P_dPGmnyT4neDi1cXGCOw,"Wenn ich meine Computerteile und -zubehör nicht beim K&M hole, dann beim Arlt. Beide schenken sich recht wenig, beide sind gut. Allerdings ist Arlt etwas teurer.",5WoHYemsAjuK85AOcGwEJg,4,2008-01-08,0,review,0
