neighborhood,business_id,hours,is_open,address,attributes,categories,city,review_count,name,longitude,state,stars,latitude,postal_code,type
Westside,Yk23uco9_lru4frmDe8Krg,,1,907 S Rainbow Blvd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Mexican', u'Fast Food', u'Restaurants']",Las Vegas,36,Roberto's Taco Shop,-115.2439939,NV,2.5,36.1614975,89145,business
Westside,E-3LCDxXg8ojxDe4c7VZ1g,,0,9090 Alta Dr,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'American (Traditional)', u'Restaurants', u'American (New)']",Las Vegas,45,T.G.I. Friday's,-115.2913521,NV,3.0,36.1691517,89145,business
Eastside,mRgTkfoI3L-89a0oNMGAOA,"[u'Tuesday 16:0-22:0', u'Wednesday 16:0-22:0', u'Thursday 16:0-22:0', u'Friday 16:0-22:0', u'Saturday 16:0-22:0']",0,3900 S Paradise Rd,"[u'Alcohol: full_bar', u""Ambience: {'romantic': True, 'intimate': True, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'DogsAllowed: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: dressy', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 4', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: no', u'WheelchairAccessible: True', u'WiFi: no']","[u'Seafood', u'Arts & Entertainment', u'Nightlife', u'Steakhouses', u'Restaurants', u'Music Venues']",Las Vegas,34,Kelly's Prime Steak & Seafood,-115.1542695,NV,2.5,36.1186973,89169,business
The Strip,JXAMnijxRrW-jXHGvDJzzg,"[u'Monday 10:30-0:0', u'Tuesday 10:30-0:0', u'Wednesday 10:30-0:0', u'Thursday 10:30-0:0', u'Friday 11:0-2:0', u'Saturday 11:0-2:0', u'Sunday 10:30-0:0']",1,"3786 S Las Vegas Blvd, Bldg D3","[u'Alcohol: full_bar', u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", u""GoodForMeal: {'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}""]","[u'American (Traditional)', u'Restaurants', u'Pizza']",Las Vegas,44,California Pizza Kitchen,-115.1752247,NV,4.5,36.1031664,89109,business
,n0tnioUYabmpBrTwmIq08Q,"[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 0:0-0:0', u'Saturday 0:0-0:0', u'Sunday 0:0-0:0']",1,812 W Ann Rd,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': True, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: loud', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: yes', u'WheelchairAccessible: True', u'WiFi: free']","[u'Nightlife', u'Restaurants', u'Sports Bars', u'Pubs', u'American (New)', u'Bars']",Las Vegas,31,PT's,-115.153581,NV,3.0,36.262122,89031,business
Centennial,Y91-sIlVyH6v4YM6sTINAw,"[u'Monday 10:0-23:0', u'Tuesday 10:0-23:0', u'Wednesday 10:0-23:0', u'Thursday 10:0-23:0', u'Friday 10:0-23:0', u'Saturday 10:0-23:0', u'Sunday 10:0-23:0']",1,6271 N Decatur Blvd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no', u'Caters: True']","[u'Restaurants', u'Mexican', u'Fast Food']",Las Vegas,33,El Pollo Loco,-115.207101591,NV,2.0,36.271655455,89130,business
Southwest,puaFlVmeV5xsb9IdiqjC7w,"[u'Monday 6:0-0:0', u'Tuesday 6:0-0:0', u'Wednesday 6:0-0:0', u'Thursday 6:0-0:0', u'Friday 6:0-0:0', u'Saturday 6:0-0:0', u'Sunday 7:0-0:0']",1,8475 W Warm Springs Rd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Fast Food', u'Restaurants', u'Burgers', u'Sandwiches']",Las Vegas,32,Burger King,-115.276567132,NV,2.5,36.0552449209,89113,business
Downtown,4VXIS8vpNzEysXZVN5xGDA,"[u'Monday 10:0-20:0', u'Tuesday 10:0-20:0', u'Wednesday 10:0-20:0', u'Thursday 10:0-20:0', u'Friday 10:0-21:0', u'Saturday 10:0-21:0', u'Sunday 10:0-20:0']",1,2319 S Eastern Ave,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Peruvian', u'Restaurants']",Las Vegas,49,Las Americas,-115.1186651,NV,4.5,36.1452172,89104,business
Sunrise,RQfxYf32T78vcZ5lORuhAg,"[u'Monday 10:45-22:0', u'Tuesday 10:45-22:0', u'Wednesday 10:45-22:0', u'Thursday 10:45-22:0', u'Friday 10:45-22:0', u'Saturday 10:45-22:0', u'Sunday 10:45-22:0']",1,111 N Nellis Blvd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'Fast Food', u'Vegetarian', u'Mexican', u'Food']",Las Vegas,36,Chipotle Mexican Grill,-115.062611662,NV,3.0,36.1619275088,89110,business
Centennial,rihKlAiPgJa5XcpZ1h9-bw,"[u'Monday 10:0-22:0', u'Tuesday 10:0-22:0', u'Wednesday 10:0-22:0', u'Thursday 10:0-22:0', u'Friday 10:0-22:0', u'Saturday 10:0-22:0', u'Sunday 10:0-22:0']",1,5930 Centennial Center Blvd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Chicken Wings', u'Fast Food', u'Restaurants']",Las Vegas,34,KFC,-115.263,NV,1.5,36.2707001,89149,business
Westside,pTJ8f4AfUW6uwKGdawLcfg,"[u'Monday 11:0-0:0', u'Tuesday 11:0-0:0', u'Wednesday 11:0-0:0', u'Thursday 11:0-0:0', u'Friday 11:0-0:0', u'Saturday 11:0-0:0', u'Sunday 11:0-0:0']",0,2721 W Sahara Ave,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BYOBCorkage: yes_free', u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Korean', u'Restaurants', u'Barbeque']",Las Vegas,46,Shilla Korean BBQ,-115.178936,NV,3.5,36.1438599,89102,business
Westside,FevycwulBfHEZt77dv2EyA,"[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 0:0-0:0', u'Saturday 0:0-0:0', u'Sunday 0:0-0:0']",0,2940 S Durango Dr,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BYOB: False', u'BYOBCorkage: yes_corkage', u""BestNights: {'monday': True, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'CoatCheck: False', u'Corkage: True', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: yes', u'WheelchairAccessible: True', u'WiFi: no']","[u'Nightlife', u'Sports Bars', u'Restaurants', u'Italian', u'Bars']",Las Vegas,38,Carmine's,-115.278408,NV,3.5,36.136073,89117,business
Southwest,1UvrUFk3BXAmueL1KQaKPQ,"[u'Monday 9:30-20:30', u'Tuesday 9:30-20:30', u'Wednesday 9:30-20:30', u'Thursday 9:30-20:30', u'Friday 9:0-20:30', u'Saturday 9:0-20:30', u'Sunday 9:0-20:30']",1,8545 W Warm Springs Rd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""]","[u'Filipino', u'Restaurants']",Las Vegas,30,Fiesta Filipina Cuisine,-115.278604863,NV,4.0,36.0540033472,89113,business
Summerlin,dJR2vmBlydzsxR5P6BDFlQ,"[u'Monday 10:30-23:0', u'Tuesday 10:30-23:0', u'Wednesday 10:30-23:0', u'Thursday 10:30-23:0', u'Friday 10:30-1:0', u'Saturday 10:30-1:0', u'Sunday 10:30-23:0']",1,11101 W Charleston Blvd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Mexican', u'Restaurants', u'Fast Food', u'Event Planning & Services', u'Caterers', u'Seafood']",Las Vegas,35,Rubio's,-115.3336911,NV,3.0,36.1588573,89135,business
Eastside,HtG4De1Xlv0I4igSgEEEPg,,0,"1370 E Flamingo Rd, Unit F","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'Pizza']",Las Vegas,41,Big Mama's & Papa's Pizzeria,-115.13359,NV,3.0,36.115524,89119,business
The Strip,UJuxtm4DtomSaFlfK0X7fg,"[u'Monday 11:30-16:30', u'Tuesday 11:30-16:30', u'Wednesday 11:30-16:30', u'Thursday 11:30-16:30', u'Friday 11:30-16:30', u'Saturday 11:30-16:30', u'Sunday 12:0-16:0']",1,3200 Las Vegas Blvd,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'American (New)', u'Cafes', u'Restaurants']",Las Vegas,44,NM Cafe,-115.1715512,NV,3.5,36.1272241,89109,business
Downtown,TXCARn0fvOFoydARXEeaJg,"[u'Monday 7:0-17:30', u'Tuesday 7:0-17:30', u'Wednesday 7:0-17:30', u'Thursday 7:0-17:30', u'Friday 7:0-17:30', u'Saturday 8:0-17:30', u'Sunday 8:0-17:30']",0,725 S Las Vegas Blvd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'ByAppointmentOnly: False', u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Breakfast & Brunch', u'Food', u'Restaurants', u'Donuts', u'Coffee & Tea']",Las Vegas,50,Pawn Donut and Coffee,-115.145457,NV,4.0,36.161205,89101,business
,ANfmkeFbBgNRc4AN1bpFaw,"[u'Wednesday 18:30-22:30', u'Thursday 18:30-22:30', u'Friday 18:30-22:30', u'Saturday 18:30-22:30', u'Sunday 14:0-16:0']",1,3175 N Rainbow Blvd,[u'GoodForKids: True'],"[u'Party & Event Planning', u'Art Classes', u'Arts & Entertainment', u'Cafes', u'Education', u'Restaurants', u'Event Planning & Services', u'Paint & Sip']",Las Vegas,37,Design & Dine,-115.2439415,NV,4.0,36.2156072,89108,business
Spring Valley,emwtizy_UAmUjcNP88I0Tw,"[u'Monday 10:0-20:0', u'Tuesday 10:0-20:0', u'Wednesday 10:0-20:0', u'Thursday 10:0-20:0', u'Friday 9:0-20:0', u'Saturday 9:0-20:0', u'Sunday 9:0-17:0']",1,"5135 S Fort Apache Rd, Ste 145","[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'CoatCheck: False', u'GoodForKids: True', u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'Smoking: no', u'WheelchairAccessible: True', u'WiFi: free', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'GoodForDancing: False']","[u'Restaurants', u'Cafes', u'Breakfast & Brunch', u'Music Venues', u'Beer', u'Wine & Spirits', u'Arts & Entertainment', u'Coffee & Tea', u'Food', u'Nightlife', u'American (New)']",Las Vegas,32,Kaffe Live,-115.2982296,NV,4.5,36.0952055,89148,business
,lYv2-FaGQBhZnVxTb3Qc5Q,,1,3333 W Tropicana Ave,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Fast Food', u'Restaurants', u'Burgers']",Las Vegas,34,Wendy's,-115.1851022,NV,2.0,36.1004135,89103,business
South Summerlin,Z1yvzAbs4fGC28s7WtUonA,,1,"11015 Sage Park Dr, Ste 120","[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Restaurants', u'Mexican']",Las Vegas,44,Zaba's Mexican Grill,-115.333592556,NV,3.5,36.1482461131,89135,business
Eastside,5zpAZqSrsdltaduk67jOow,"[u'Monday 16:30-23:0', u'Tuesday 11:30-15:0', u'Tuesday 16:30-23:0', u'Wednesday 16:30-23:0', u'Thursday 16:30-23:0', u'Friday 11:30-15:0', u'Friday 16:30-23:0', u'Saturday 11:30-15:0', u'Sunday 16:0-23:0']",0,3949 S Maryland Pkwy,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'DogsAllowed: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Japanese', u'Sushi Bars', u'Restaurants']",Las Vegas,33,Kabuki Dining Bar,-115.1378386,NV,4.0,36.1162576,89119,business
